"PROJETO_AMOSTRAGEM";"PROJETO_PUBLICACAO";"CENTRO_CUSTO";"CLASSE";"NUM_CAMPO";"NUM_LAB";"DATA_VISITA";"ABERTURA";"LEITURA";"JOB";"AG_PPM";"AS_PPM";"AU_PPM";"B_PPM";"BA_PPM";"BE_PPM";"BI_PPM";"CA_PCT";"CD_PPM";"CO_PPM";"CR_PPM";"CU_PPM";"F_PPM";"FE_PCT";"LA_PPM";"MG_PCT";"MN_PPM";"MO_PPM";"NB_PPM";"NI_PPM";"P.CNC_G";"P.QRT_G";"P.TOTAL_G";"PB_PPM";"SB_PPM";"SC_PPM";"SN_PPM";"SR_PPM";"TI_PCT";"U_PPM";"V_PPM";"W_PPM";"Y_PPM";"ZN_PPM";"ZR_PPM";"OBSERVACAO";"LONGITUDE";"LATITUDE";"PROJETO";"OS";"ACAO";"AREA";"CLASSE.1";"NUM_CAMPO.1";"LAT";"LONG";"PRECISAO";"CENTRO_CUS";"DTVISITA";"DESCAMOSTR";"MATCOLETAD";"ROCHMATRIZ";"INTEMROCHA";"ALTERROCHA";"TIPMINERAL";"GRAUARREDO";"VOLUME_L";"P_BATEIA_G";"GRANULMAX";"GRANULMIN";"COMPOS_PCT";"CORSED_SOL";"EH_MILIVOL";"PH";"METALPESAD";"OBS_CAMPO";"FONTEAMOST";"DESCROCHA";"IDADEROCH1";"IDADEROCH2";"PLUVIOSIDA";"VEGETACAO";"TOPOGRAFIA";"SITUACAO";"IGNEAROCHA";"ESTRUTURAL";"FORMADEPOS";"MODO_DEPOS";"LARG_RIO_M";"PROF_RIO_M";"VELOC_CORR";"NIVEL_DAGU";"AREADRENAG";"TURBIDEZ";"POSICAO";"COR_AGUA";"HORIZ_SOLO";"TIPO_SOLO";"AMBBIOTICO";"GEOMETRY"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-212";"DAG841";"27729";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3";"4,5";"82";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-51,788673922";"-3,323167004";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-212";"-3,323167";"-51,788674";"5";"1521310";"1975-12-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";"Gnaisse";NA;NA;"Periodo Seco";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"6";"0,5";NA;"Baixa";"10-50 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-51,788673922, -3,323167004)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-219";"DAG842";"27729";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2,2999999999999998";"6,8";"30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-51,814776751";"-3,472244751";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-219";"-3,472245";"-51,814777";"5";"1521310";"1975-12-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";"Gnaisse";NA;NA;"Periodo Seco";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"1";"0,1";NA;"Baixa";"Ate 10 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-51,814776751, -3,472244751)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-222";"DAG843";"27729";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3";"6,1";"36,200000000000003";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-51,782632801";"-3,448131895";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-222";"-3,448132";"-51,782633";"5";"1521310";"1975-12-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";"Gnaisse";NA;NA;"Periodo Seco";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"1";"0,2";NA;"Baixa";"Ate 10 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-51,782632801, -3,448131895)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-226";"DAG844";"27729";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,4";"9,6999999999999993";"13,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-51,864226926";"-3,526117455";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-226";"-3,526117";"-51,864227";"5";"1521310";"1975-12-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";"Gnaisse";NA;NA;"Periodo Seco";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"1";"0,1";NA;"Baixa";"Ate 10 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-51,864226926, -3,526117455)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-229";"DAG845";"27729";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2,7";"7,1";"30,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-51,949686352";"-3,34954988";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-229";"-3,34955";"-51,949686";"5";"1521310";"1975-12-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";"Gnaisse";NA;NA;"Periodo Seco";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"5";"0,3";NA;"Baixa";"10-50 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-51,949686352, -3,34954988)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-233";"DAG846";"27791";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3";"5,3";"7,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-52,283409796";"-3,393528872";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-233";"-3,393529";"-52,28341";"5";"1521310";"1976-02-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";NA;NA;NA;"Chuvas Diarias";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"4";"0,6";NA;"Normal";"10-50 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-52,283409796, -3,393528872)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-235";"DAG847";"27791";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3,1";"6,2";"9,1999999999999993";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-52,34018001";"-3,455479619";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-235";"-3,45548";"-52,34018";"5";"1521310";"1976-02-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";NA;NA;NA;"Chuvas Diarias";"Terras Cultivadas";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"3";"0,5";NA;"Normal";"10-50 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-52,34018001, -3,455479619)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-237";"DAG848";"27791";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2,2999999999999998";"7,1";"14,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-52,371109841";"-3,489041524";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-237";"-3,489042";"-52,37111";"5";"1521310";"1976-02-01";"Composto";"Aluviao";NA;NA;NA;NA;NA;"15";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";NA;NA;NA;"Chuvas Diarias";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"15";"2";NA;"Normal";"50-100 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-52,371109841, -3,489041524)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-DM-B-350";"DAJ045";"27973";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2,8";"5,0999999999999996";"115,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-54,631320922";"-3,832798279";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-DM-B-350";"-3,832798";"-54,631321";"5";"1521310";"1976-08-01";"Composto";"Concrecoes Naturais";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;"5";NA;NA;"Rio";NA;NA;NA;"Periodo Seco";"Floresta Fechada";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"2";"0,3";NA;"Baixa";"10-50 Km2";NA;"Calha";"Clara";NA;NA;NA;"c(-54,631320922, -3,832798279)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-ES-B-076";"DAG507";"27699";"Água Régia Invertida";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-55,557821741";"-4,079844974";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-ES-B-076";"-4,079845";"-55,557822";"5";"1521310";"1975-11-01";"Composto";"Areia";NA;NA;NA;NA;"Arredondado";"10";NA;"Menor do que 150 mesh TYLER";"0,50 mm ~ 32 mesh TYLER";"361";"Cinza";NA;"5,7";NA;NA;"Rio";NA;NA;NA;"Chuvas Esparsas";"Floresta Fechada";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"2";"0,2";"Lenta";"Baixa";"10-50 Km2";"Pouca";"Calha";"Preta";NA;NA;NA;"c(-55,557821741, -4,079844974)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-ES-B-076";"DAG507";"27699";"EDTA a Frio";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-55,557821741";"-4,079844974";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-ES-B-076";"-4,079845";"-55,557822";"5";"1521310";"1975-11-01";"Composto";"Areia";NA;NA;NA;NA;"Arredondado";"10";NA;"Menor do que 150 mesh TYLER";"0,50 mm ~ 32 mesh TYLER";"361";"Cinza";NA;"5,7";NA;NA;"Rio";NA;NA;NA;"Chuvas Esparsas";"Floresta Fechada";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"2";"0,2";"Lenta";"Baixa";"10-50 Km2";"Pouca";"Calha";"Preta";NA;NA;NA;"c(-55,557821741, -4,079844974)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-ES-B-076";"DAG507";"27699";"HBr, Br";"Absorção Atômica";NA;NA;NA;"< 0,1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Amostra insuficiente para completar análise de Au_ppm";"-55,557821741";"-4,079844974";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-ES-B-076";"-4,079845";"-55,557822";"5";"1521310";"1975-11-01";"Composto";"Areia";NA;NA;NA;NA;"Arredondado";"10";NA;"Menor do que 150 mesh TYLER";"0,50 mm ~ 32 mesh TYLER";"361";"Cinza";NA;"5,7";NA;NA;"Rio";NA;NA;NA;"Chuvas Esparsas";"Floresta Fechada";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"2";"0,2";"Lenta";"Baixa";"10-50 Km2";"Pouca";"Calha";"Preta";NA;NA;NA;"c(-55,557821741, -4,079844974)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-ES-B-076";"DAG507";"27699";"HNO3 a Quente";"Absorção Atômica";NA;"ND";NA;NA;NA;NA;NA;NA;NA;"0,5";NA;NA;"15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;"55";NA;NA;"-55,557821741";"-4,079844974";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-ES-B-076";"-4,079845";"-55,557822";"5";"1521310";"1975-11-01";"Composto";"Areia";NA;NA;NA;NA;"Arredondado";"10";NA;"Menor do que 150 mesh TYLER";"0,50 mm ~ 32 mesh TYLER";"361";"Cinza";NA;"5,7";NA;NA;"Rio";NA;NA;NA;"Chuvas Esparsas";"Floresta Fechada";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"2";"0,2";"Lenta";"Baixa";"10-50 Km2";"Pouca";"Calha";"Preta";NA;NA;NA;"c(-55,557821741, -4,079844974)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-ES-B-076";"DAG507";"27699";"Semiquantitativa";"Cromatografia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"< 20";NA;NA;NA;NA;NA;NA;"-55,557821741";"-4,079844974";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-ES-B-076";"-4,079845";"-55,557822";"5";"1521310";"1975-11-01";"Composto";"Areia";NA;NA;NA;NA;"Arredondado";"10";NA;"Menor do que 150 mesh TYLER";"0,50 mm ~ 32 mesh TYLER";"361";"Cinza";NA;"5,7";NA;NA;"Rio";NA;NA;NA;"Chuvas Esparsas";"Floresta Fechada";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"2";"0,2";"Lenta";"Baixa";"10-50 Km2";"Pouca";"Calha";"Preta";NA;NA;NA;"c(-55,557821741, -4,079844974)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-ES-B-076";"DAG507";"27699";"Semiquantitativa";"Medidor de Íon Específico";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"120";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-55,557821741";"-4,079844974";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-ES-B-076";"-4,079845";"-55,557822";"5";"1521310";"1975-11-01";"Composto";"Areia";NA;NA;NA;NA;"Arredondado";"10";NA;"Menor do que 150 mesh TYLER";"0,50 mm ~ 32 mesh TYLER";"361";"Cinza";NA;"5,7";NA;NA;"Rio";NA;NA;NA;"Chuvas Esparsas";"Floresta Fechada";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"2";"0,2";"Lenta";"Baixa";"10-50 Km2";"Pouca";"Calha";"Preta";NA;NA;NA;"c(-55,557821741, -4,079844974)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-ES-B-076";"DAG507";"27699";NA;"Colorimetria";NA;NA;"< 10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"< 1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-55,557821741";"-4,079844974";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-ES-B-076";"-4,079845";"-55,557822";"5";"1521310";"1975-11-01";"Composto";"Areia";NA;NA;NA;NA;"Arredondado";"10";NA;"Menor do que 150 mesh TYLER";"0,50 mm ~ 32 mesh TYLER";"361";"Cinza";NA;"5,7";NA;NA;"Rio";NA;NA;NA;"Chuvas Esparsas";"Floresta Fechada";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"2";"0,2";"Lenta";"Baixa";"10-50 Km2";"Pouca";"Calha";"Preta";NA;NA;NA;"c(-55,557821741, -4,079844974)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-ES-B-076";"DAG507";"27699";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"70";"200";"< 1";"ND";"0,15";"ND";"10";"50";"20";NA;"1,5";"20";"0,1";"150";"ND";"10";"15";NA;NA;NA;"10";"ND";"5";"ND";"ND";"0,5";NA;"70";"ND";"30";"ND";"1000";NA;"-55,557821741";"-4,079844974";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-ES-B-076";"-4,079845";"-55,557822";"5";"1521310";"1975-11-01";"Composto";"Areia";NA;NA;NA;NA;"Arredondado";"10";NA;"Menor do que 150 mesh TYLER";"0,50 mm ~ 32 mesh TYLER";"361";"Cinza";NA;"5,7";NA;NA;"Rio";NA;NA;NA;"Chuvas Esparsas";"Floresta Fechada";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"2";"0,2";"Lenta";"Baixa";"10-50 Km2";"Pouca";"Calha";"Preta";NA;NA;NA;"c(-55,557821741, -4,079844974)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-ES-B-342";"DAJ096";"27973";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3,5";"4,7";"95,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-53,143931332";"-3,589967481";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-ES-B-342";"-3,589967";"-53,143931";"5";"1521310";"1976-08-01";"Composto";"Areia";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Rio";NA;NA;NA;"Periodo Seco";"Floresta Fechada";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;NA;NA;NA;NA;"Ate 10 Km2";NA;"Calha";NA;NA;NA;NA;"c(-53,143931332, -3,589967481)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-ES-B-343";"DAJ097";"27973";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2,5";"3,8";"8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-53,144886942";"-3,599527797";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-ES-B-343";"-3,599528";"-53,144887";"5";"1521310";"1976-08-01";"Composto";"Areia";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Rio";NA;NA;NA;"Periodo Seco";"Floresta Fechada";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;NA;NA;NA;NA;"Ate 10 Km2";NA;"Calha";NA;NA;NA;NA;"c(-53,144886942, -3,599527797)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-ES-B-347";"DAJ098";"27973";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2,6";"9,6999999999999993";"65,400000000000006";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-53,093446066";"-3,612687135";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-ES-B-347";"-3,612687";"-53,093446";"5";"1521310";"1976-08-01";"Composto";"Areia";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Rio";NA;NA;NA;"Periodo Seco";"Floresta Fechada";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;NA;NA;NA;NA;"10-50 Km2";NA;"Calha";NA;NA;NA;NA;"c(-53,093446066, -3,612687135)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-ES-B-348";"DAJ099";"27973";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2,1";"9";"116";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-53,088046444";"-3,62011661";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-ES-B-348";"-3,620117";"-53,088046";"5";"1521310";"1976-08-01";"Composto";"Conglomerado";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Rio";NA;NA;NA;"Periodo Seco";"Floresta Fechada";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;NA;NA;NA;NA;"10-50 Km2";NA;"Calha";NA;NA;NA;NA;"c(-53,088046444, -3,62011661)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-ES-B-356";"DAJ100";"27973";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3,7";"4,5";"192,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-53,053706381";"-3,520055351";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-ES-B-356";"-3,520055";"-53,053706";"5";"1521310";"1976-08-01";"Composto";"Areia";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Rio";NA;NA;NA;"Periodo Seco";"Floresta Aberta";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Calha";NA;NA;NA;NA;"c(-53,053706381, -3,520055351)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-ES-B-357";"DAJ101";"27973";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2";"4";"17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-53,060107194";"-3,463798145";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-ES-B-357";"-3,463798";"-53,060107";"5";"1521310";"1976-08-01";"Composto";"Areia";NA;NA;NA;NA;NA;"10";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Rio";NA;NA;NA;"Periodo Seco";"Floresta Fechada";NA;"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Calha";NA;NA;NA;NA;"c(-53,060107194, -3,463798145)"
"Sulfetos de Altamira-Itaituba";"Sulfetos de Altamira-Itaituba";"1521310";"Concentrado de Bateia";"1521-SA-B-138";"DAG080";"27699";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3,2";"14,8";"131";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-53,8020895809555";"-3,71777617984913";"Sulfetos de Altamira-Itaituba";"1890";"Geoquímica Regional";"Itaituba";"Concentrado de Bateia";"1521-SA-B-138";"-3,717776";"-53,80209";"5";"1521310";"1975-11-01";"Composto";"Areia";NA;NA;NA;NA;"Arredondado";"10";NA;NA;NA;"6310";NA;NA;"4,9";NA;NA;"Rio";NA;NA;NA;"Periodo Seco";"Terras Cultivadas";"Planice";"Leito Ativo Abaixo do Nível d'água";NA;NA;NA;NA;"3";"0,3";"Baixa";"Baixa";"Ate 10 Km2";"Nenhuma";"Calha";"Clara";NA;NA;NA;"c(-53,8020895809555, -3,71777617984913)"
